#5	92	17	15	15	1	80010	80010	80010	10
#5	156	17	15	15	1	80011	80011	80011	10
#5	188	17	15	15	1	80012	80012	80012	10
#5	188	49	15	15	1	80013	80013	80013	10
#5	92	146	15	15	1	80014	80014	80014	10
#5	156	146	15	15	1	80015	80015	80015	10


# BRIDGE
9	172	113	80320	2	0
#5	172	113	15	15	1	80320	80320	80320	3


# DOOR
5	92	65	15	15	1	80022	80022	80022	1


# GATE
9	124	81	80021	2	0
#5	124	81	15	15	1	80021	80021	80021	3


# ACE
9	156	81	80020	2	0
#5	156	81	15	15	1	80020	80020	80020	3


# CASTLE
5	212	97	15	15	1	80025	80025	80025	1
5	212	113	15	15	1	80024	80024	80024	1


# MOUNTAIN
5	76	113	15	15	1	80310	80310	80310	1
5	108	113	15	15	1	80310	80310	80310	1

5	76	129	15	15	1	80310	80310	80310	1
5	76	146	15	15	1	80310	80310	80310	1
5	108	129	15	15	1	80310	80310	80310	1
5	124	129	15	15	1	80310	80310	80310	1

5	60	129	15	15	1	80310	80310	80310	1
5	60	146	15	15	1	80310	80310	80310	1


# MUSHROOM HOUSE
5	212	49	15	15	1	80023	80023	80023	1
5	124	113	15	15	1	80023	80023	80023	1


# PATH
9	92	49	80032	2	0
9	124	17	80032	2	0
9	212	17	80032	2	0
9	156	49	80032	2	0
9	92	81	80032	2	0
9	92	113	80032	2	0
9	156	113	80032	2	0
9	124	146	80032	2	0
#5	92	49	16	15	1	80032	80032	80032	1
#5	124	17	16	15	1	80032	80032	80032	1
#5	212	17	16	15	1	80032	80032	80032	1
#5	156	49	16	15	1	80032	80032	80032	1
#5	92	81	16	15	1	80032	80032	80032	1
#5	92	113	16	15	1	80032	80032	80032	1
#5	156	113	16	15	1	80032	80032	80032	1
#5	124	146	16	15	1	80032	80032	80032	1



5	44	49	16	15	4	80030	80030	80030	3
5	93	17	15	15	3	80030	80030	80030	3
5	137	17	15	15	9	80030	80030	80030	3


5	92	17	16	15	1	80031	80031	80031	3
5	92	33	16	15	1	80031	80031	80031	3
5	92	49	16	15	1	80031	80031	80031	3

5	156	17	16	15	1	80031	80031	80031	3
5	156	33	16	15	1	80031	80031	80031	3
5	156	49	16	15	1	80031	80031	80031	3
5	212	33	16	15	1	80031	80031	80031	3
5	92	81	16	15	1	80031	80031	80031	3

5	156	64	16	15	1	80031	80031	80031	3
5	156	80	16	15	1	80031	80031	80031	3


5	92	97	16	15	1	80031	80031	80031	3
5	92	113	16	15	1	80031	80031	80031	3
5	92	129	16	15	1	80031	80031	80031	3
5	92	145	16	15	1	80031	80031	80031	3

5	156	129	16	15	1	80031	80031	80031	3

5	187	113	16	15	2	80030	80030	80030	3
5	108	146	16	15	2	80030	80030	80030	3

5	140	146	16	15	2	80030	80030	80030	3
5	140	113	16	15	2	80030	80030	80030	3


5	164	49	16	15	3	80030	80030	80030	3
5	107	81	16	15	4	80030	80030	80030	3

# DRAIN
5	167	93	7	7	1	80411	80411	80413	1
5	175	93	7	7	1	80432	80432	80432	1
5	183	93	7	7	1	80431	80431	80431	1
5	191	93	7	7	1	80432	80432	80432	1

5	175	101	8	7	3	80400	80401	80402	1
#5	183	101	7	7	1	80401	80401	80401	1
#5	191	101	7	7	1	80401	80401	80401	1
5	199	100	7	7	1	80402	80402	80402	1
5	207	101	7	7	1	80422	80422	80422	1
5	207	93	7	7	1	80420	80420	80420	1
5	207	85	7	7	1	80400	80400	80400	1
5	215	85	7	7	1	80401	80401	80401	1
5	223	85	7	7	1	80403	80403	80403	1
#5	231	85	7	7	1	80403	80403	80403	1
5	223	93	7	7	1	80413	80413	80413	3
5	223	93	7	7	1	80423	80423	80423	3
5	223	101	7	7	1	80413	80413	80413	3
5	223	109	7	7	1	80423	80423	80423	3
5	223	117	7	7	1	80413	80413	80413	1
5	223	125	7	7	1	80423	80423	80423	1
5	223	133	7	7	1	80413	80413	80413	1
#5	223	141	7	7	1	80423	80423	80423	3

5	223	141	7	7	1	80433	80433	80433	1
5	215	141	7	7	1	80432	80432	80432	1
5	207	141	7	7	1	80431	80431	80431	1
5	199	141	7	7	1	80432	80432	80432	1
5	191	141	7	7	1	80431	80431	80431	1
5	183	141	7	7	1	80432	80432	80432	1

5	175	141	7	7	1	80430	80430	80430	1
5	175	133	7	7	1	80420	80420	80420	1
5	175	125	7	7	1	80410	80410	80410	1


5	167	100	8	7	1	80413	80413	80413	3
5	167	108	8	7	1	80423	80423	80423	3

5	167	124	8	7	1	80413	80413	80413	1
5	167	132	8	7	1	80423	80423	80423	1
5	167	140	8	7	1	80423	80423	80423	1
5	167	148	8	7	1	80421	80421	80421	1
5	175	148	8	7	1	80401	80401	80401	1
5	183	148	8	7	1	80401	80401	80401	1
5	191	148	8	7	1	80402	80402	80402	1
5	199	148	8	7	1	80401	80401	80401	1
5	207	148	8	7	1	80402	80402	80402	1
5	215	148	8	7	1	80401	80401	80401	1
5	223	148	8	7	1	80402	80402	80402	1

5	231	148	8	7	1	80422	80422	80422	1
5	231	140	8	7	1	80420	80420	80420	1
5	231	132	8	7	1	80420	80420	80420	1
5	231	124	8	7	1	80410	80410	80410	1
5	231	116	8	7	1	80420	80420	80420	3
5	231	108	8	7	1	80410	80410	80410	3
5	231	100	8	7	1	80420	80420	80420	3
5	231	92	8	7	1	80410	80410	80410	3
5	231	84	8	7	1	80410	80410	80410	1

5	231	77	8	7	1	80412	80412	80412	1
5	223	77	8	7	1	80432	80432	80432	1
5	215	77	8	7	1	80432	80432	80432	1
5	207	77	8	7	1	80431	80431	80431	1
5	199	77	8	7	1	80411	80411	80411	1

5	199	85	8	7	1	80413	80413	80413	1
5	199	93	8	7	1	80433	80433	80433	1

#5	199	77	8	7	1	80431	80431	80431	3
#5	191	77	8	7	1	80431	80431	80431	3


# BACKGROUND
# Map border
5	32	5	8	8	29	80100	80101	80102	1
5	32	13	8	8	1	80110	80110	80110	1
5	32	21	8	8	1	80110	80110	80110	1
5	32	29	8	8	1	80110	80110	80110	1
5	32	37	8	8	1	80110	80110	80110	1
5	32	45	8	8	1	80110	80110	80110	1
5	32	53	8	8	1	80110	80110	80110	1
5	32	61	8	8	1	80110	80110	80110	1
5	32	69	8	8	1	80110	80110	80110	1
5	32	77	8	8	1	80110	80110	80110	1
5	32	85	8	8	1	80110	80110	80110	1
5	32	93	8	8	1	80110	80110	80110	1
5	32	101	8	8	1	80110	80110	80110	1
5	32	109	8	8	1	80110	80110	80110	1
5	32	117	8	8	1	80110	80110	80110	1
5	32	125	8	8	1	80110	80110	80110	1
5	32	133	8	8	1	80110	80110	80110	1
5	32	141	8	8	1	80110	80110	80110	1
5	32	149	8	8	1	80110	80110	80110	1
5	32	157	8	8	1	80110	80110	80110	1
5	256	13	8	8	1	80110	80110	80110	1
5	256	21	8	8	1	80110	80110	80110	1
5	256	29	8	8	1	80110	80110	80110	1
5	256	37	8	8	1	80110	80110	80110	1
5	256	45	8	8	1	80110	80110	80110	1
5	256	53	8	8	1	80110	80110	80110	1
5	256	61	8	8	1	80110	80110	80110	1
5	256	69	8	8	1	80110	80110	80110	1
5	256	77	8	8	1	80110	80110	80110	1
5	256	85	8	8	1	80110	80110	80110	1
5	256	93	8	8	1	80110	80110	80110	1
5	256	101	8	8	1	80110	80110	80110	1
5	256	109	8	8	1	80110	80110	80110	1
5	256	117	8	8	1	80110	80110	80110	1
5	256	125	8	8	1	80110	80110	80110	1
5	256	133	8	8	1	80110	80110	80110	1
5	256	141	8	8	1	80110	80110	80110	1
5	256	149	8	8	1	80110	80110	80110	1
5	256	157	8	8	1	80110	80110	80110	1
5	32	165	8	8	29	80120	80121	80122	1

# Background color
5	43	16	14	14	16	80200	80200	80200	3
5	43	30	14	14	16	80200	80200	80200	3
5	43	44	14	14	16	80200	80200	80200	3
5	43	58	14	14	16	80200	80200	80200	3
5	43	72	14	14	16	80200	80200	80200	3
5	43	86	14	14	16	80200	80200	80200	3
5	43	100	14	14	16	80200	80200	80200	3
5	43	114	14	14	16	80200	80200	80200	3
5	43	128	14	14	16	80200	80200	80200	3
5	43	142	14	14	16	80200	80200	80200	3
5	43	156	14	14	16	80200	80200	80200	3
